id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx
HG02367,NA18645,1.0462,1,1.0462,1.0462,0.004846572958236197
HG02367,NA18949,1.02257,1,1.02257,1.02257,0.004737105820974564
HG02367,NA18969,1.05014,1,1.05014,1.05014,0.004864825202028447
HG02367,NA19075,2.07336,2,1.04273,1.03668,0.009604942179973812
HG02367,NA19761,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG02367,NA20828,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02367,NA20853,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02374,HG00560,1.00145,1,1.00145,1.00145,0.004639266382169413
HG02374,HG00675,1.34749,1,1.34749,1.34749,0.006242313702440923
HG02374,HG00879,1.19984,1,1.19984,1.19984,0.005558317815150181
HG02374,HG01286,1.03353,1,1.03353,1.03353,0.004787878560051479
HG02374,HG01816,1.44915,1,1.44915,1.44915,0.006713258652674426
HG02374,HG01842,1.02839,1,1.02839,1.02839,0.00476406725723621
HG02374,HG02153,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02374,HG02351,1.09614,1,1.09614,1.09614,0.005077922464577543
HG02374,HG03593,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02374,HG03908,1.01013,1,1.01013,1.01013,0.00467947690910259
HG02374,HG04141,1.05338,1,1.05338,1.05338,0.0048798346613906
HG02374,NA07357,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG02374,NA18611,1.14205,1,1.14205,1.14205,0.005290602797699913
HG02374,NA18638,2.51624,2,1.50635,1.25812,0.011656605563403028
HG02374,NA18757,1.08333,1,1.08333,1.08333,0.005018579509506805
HG02374,NA18949,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02374,NA18959,1.08766,1,1.08766,1.08766,0.005038638447481536
HG02374,NA19006,1.09614,1,1.09614,1.09614,0.005077922464577543
HG02374,NA19091,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02385,HG00629,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG02385,HG02190,1.03435,1,1.03435,1.03435,0.004791677250383876
HG02386,HG00611,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02386,HG01842,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02386,HG01939,1.06368,1,1.06368,1.06368,0.004927549918004854
HG02386,NA18747,1.09921,1,1.09921,1.09921,0.005092144390578103
HG02389,HG00155,1.05157,1,1.05157,1.05157,0.004871449747364211
HG02389,HG00629,2.08644,2,1.07219,1.04322,0.00966553592332473
HG02389,HG00654,1.02097,1,1.02097,1.02097,0.004729693742277203
HG02389,HG01863,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02389,NA19003,1.07422,1,1.07422,1.07422,0.004976376986423712
HG02389,NA21086,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG02392,HG02087,1.01194,1,1.01194,1.01194,0.004687861823128979
HG02392,HG02113,1.00818,1,1.00818,1.00818,0.004670443438190184
HG02392,NA18620,1.35036,1,1.35036,1.35036,0.006255609118604313
HG02397,HG00235,1.01067,1,1.01067,1.01067,0.004681978485662949
HG02397,HG01872,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02397,HG03616,1.00178,1,1.00178,1.00178,0.004640795123400743
HG02397,NA19089,1.50635,1,1.50635,1.50635,0.006978240466105044
HG02401,HG00717,1.23886,1,1.23886,1.23886,0.005739079884382045
HG02401,HG03684,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02401,NA18620,1.14859,1,1.14859,1.14859,0.0053208996693753716
HG02401,NA18625,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02401,NA19782,1.00145,1,1.00145,1.00145,0.004639266382169413
HG02408,NA18539,1.10025,1,1.10025,1.10025,0.005096962241731386
HG02408,NA18550,1.73916,1,1.73916,1.73916,0.008056744242062765
HG02408,NA18638,1.08199,1,1.08199,1.08199,0.005012371893597767
HG02408,NA18973,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02408,NA19055,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02445,HG03268,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02477,HG02774,1.06306,1,1.06306,1.06306,0.004924677737509627
HG02505,NA19455,1.15762,1,1.15762,1.15762,0.005362731588523597
HG02512,HG00653,1.06547,1,1.06547,1.06547,0.004935842181047525
HG02512,HG01586,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02512,HG01859,1.06547,1,1.06547,1.06547,0.004935842181047525
HG02512,HG01867,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02512,HG02180,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02512,HG02392,1.19984,1,1.19984,1.19984,0.005558317815150181
HG02512,HG02597,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02512,HG03731,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02512,HG03902,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02512,HG04096,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02512,NA18528,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02512,NA19067,1.1293,1,1.1293,1.1293,0.005231537795580326
HG02512,NA19651,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02512,NA19731,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02512,NA20899,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02554,HG03875,1.40684,1,1.40684,1.40684,0.006517255496621117
HG02554,NA20867,1.27116,1,1.27116,1.27116,0.005888711223084998
HG02562,HG02854,1.13942,1,1.13942,1.13942,0.005278419193341128
HG02573,NA20539,1.19581,1,1.19581,1.19581,0.0055396486419312056
HG02597,HG00272,1.69874,1,1.69874,1.69874,0.00786949660397071
HG02597,HG00315,1.05361,1,1.05361,1.05361,0.004880900147703345
HG02597,HG01444,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02597,HG02188,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02597,HG02392,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02597,HG02651,1.15136,1,1.15136,1.15136,0.0053337318306201755
HG02597,HG03611,2.2923400000000003,2,1.20956,1.1461700000000001,0.010619377800691231
HG02597,HG04141,1.04103,1,1.04103,1.04103,0.0048226226789453526
HG02597,NA11995,1.02079,1,1.02079,1.02079,0.004728859883423751
HG02597,NA19651,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02597,NA20581,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02600,HG01855,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02600,HG03611,1.14205,1,1.14205,1.14205,0.005290602797699913
HG02600,HG03934,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02624,HG02805,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02628,HG02571,1.32621,1,1.32621,1.32621,0.006143733055766037
HG02648,HG01133,1.1225,1,1.1225,1.1225,0.005200036461116548
HG02648,HG02153,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02648,NA18942,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02649,NA21104,1.11609,1,1.11609,1.11609,0.005170341820835249
HG02655,HG00097,1.03893,1,1.03893,1.03893,0.004812894325655068
HG02655,HG01149,1.02231,1,1.02231,1.02231,0.004735901358186243
HG02655,HG02180,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG02655,NA19078,1.14167,1,1.14167,1.14167,0.00528884242900929
HG02655,NA21142,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02658,HG00629,1.2467,1,1.2467,1.2467,0.005775399069999108
HG02658,HG02147,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02658,NA18638,1.6368,1,1.6368,1.6368,0.007582556507399167
HG02660,HG03782,1.21402,1,1.21402,1.21402,0.005624007362605534
HG02660,NA19792,1.15321,1,1.15321,1.15321,0.005342302046613998
HG02681,HG01704,1.00145,1,1.00145,1.00145,0.004639266382169413
HG02681,HG03926,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02681,NA18611,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02681,NA21087,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02684,HG00373,1.02981,1,1.02981,1.02981,0.004770645477080116
HG02684,HG01251,1.00658,1,1.00658,1.00658,0.004663031359492823
HG02684,HG01625,1.11587,1,1.11587,1.11587,0.005169322660014361
HG02684,HG02688,1.00919,1,1.00919,1.00919,0.004675122312867892
HG02684,NA06994,1.02981,1,1.02981,1.02981,0.004770645477080116
HG02684,NA10847,1.02079,1,1.02079,1.02079,0.004728859883423751
HG02684,NA19776,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02685,NA18988,1.08711,1,1.08711,1.08711,0.005036090545429318
HG02687,HG03968,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02687,HG03977,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02696,HG04194,1.13715,1,1.13715,1.13715,0.005267903306689249
HG02697,HG03884,1.05273,1,1.05273,1.05273,0.004876823504419797
HG02728,HG00596,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG02728,HG00699,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG02728,HG02658,1.00401,1,1.00401,1.00401,0.004651125708085189
HG02728,NA20797,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02733,HG01603,1.00694,1,1.00694,1.00694,0.004664699077199729
HG02737,NA20516,1.03263,1,1.03263,1.03263,0.004783709265784214
HG02774,HG01323,1.09212,1,1.09212,1.09212,0.005059299616850426
HG02774,NA18627,1.52745,1,1.52745,1.52745,0.007075987253926476
HG02780,HG01323,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02780,HG01444,1.00989,1,1.00989,1.00989,0.004678365097297986
HG02780,HG01672,1.00401,1,1.00401,1.00401,0.004651125708085189
HG02780,HG02186,1.23886,1,1.23886,1.23886,0.005739079884382045
HG02783,HG01624,1.00109,1,1.00109,1.00109,0.004637598664462507
HG02783,HG03692,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG02783,NA19075,1.02876,1,1.02876,1.02876,0.004765781300434974
HG02943,HG03190,1.08278,1,1.08278,1.08278,0.005016031607454588
HG03007,HG00362,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03007,HG01414,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03007,HG03866,1.03732,1,1.03732,1.03732,0.00480543592146585
HG03007,HG04107,2.04009,2,1.02851,1.020045,0.009450817268560585
HG03007,NA18579,1.2298,1,1.2298,1.2298,0.005697108988758245
HG03007,NA20853,1.32642,1,1.32642,1.32642,0.006144705891095064
HG03015,NA19726,1.05516,1,1.05516,1.05516,0.004888080598941413
HG03016,HG03018,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG03016,HG04020,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03016,NA18528,1.40415,1,1.40415,1.40415,0.00650479393931118
HG03018,HG00125,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03018,HG01054,1.35835,1,1.35835,1.35835,0.006292623186599253
HG03018,HG01414,1.03058,1,1.03058,1.03058,0.004774212539953222
HG03018,HG02348,1.18011,1,1.18011,1.18011,0.005466917619713361
HG03018,HG02425,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03018,HG02727,1.02263,1,1.02263,1.02263,0.004737383773925714
HG03018,NA19679,1.14167,1,1.14167,1.14167,0.00528884242900929
HG03018,NA20321,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03085,HG03097,1.31069,1,1.31069,1.31069,0.006071835892401645
HG03234,HG02651,1.04982,1,1.04982,1.04982,0.004863342786288974
HG03234,NA20821,1.06547,1,1.06547,1.06547,0.004935842181047525
HG03235,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03235,HG00867,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03235,HG02058,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03235,HG03711,1.07785,1,1.07785,1.07785,0.004993193139968348
HG03235,NA19669,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03235,NA19741,1.07219,1,1.07219,1.07219,0.004966972911576437
HG03235,NA20810,1.04982,1,1.04982,1.04982,0.004863342786288974
HG03304,HG03342,1.07785,1,1.07785,1.07785,0.004993193139968348
HG03366,HG03139,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03394,HG02974,1.32025,1,1.32025,1.32025,0.006116123062618371
HG03436,HG03394,1.00401,1,1.00401,1.00401,0.004651125708085189
HG03470,HG03484,1.02443,1,1.02443,1.02443,0.004745722362460244
HG03585,HG01599,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03585,HG02050,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03585,HG02082,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03585,HG02185,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03585,HG02364,1.01425,1,1.01425,1.01425,0.004698563011748293
HG03585,HG03947,1.03663,1,1.03663,1.03663,0.004802239462527613
HG03585,NA18543,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03585,NA18603,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03585,NA18620,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG03585,NA18740,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03585,NA18999,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03585,NA19055,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03585,NA20282,1.10282,1,1.10282,1.10282,0.00510886789313902
HG03589,HG01868,1.18011,1,1.18011,1.18011,0.005466917619713361
HG03589,NA19004,1.03063,1,1.03063,1.03063,0.004774444167412514
HG03589,NA20877,1.05868,1,1.05868,1.05868,0.004904387172075605
HG03593,HG00729,1.52768,1,1.52768,1.52768,0.007077052740239222
HG03593,HG00879,2.3950899999999997,2,1.3006,1.1975449999999999,0.011095372229537308
HG03593,NA18638,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03595,HG02082,1.27373,1,1.27373,1.27373,0.005900616874492632
HG03595,HG03870,1.03353,1,1.03353,1.03353,0.004787878560051479
HG03604,HG02688,1.06547,1,1.06547,1.06547,0.004935842181047525
HG03607,NA19761,1.04273,1,1.04273,1.04273,0.004830498012561297
HG03625,HG00130,1.04939,1,1.04939,1.04939,0.004861350790139059
HG03625,HG00158,1.0063,1,1.0063,1.0063,0.004661734245720785
HG03625,HG00250,1.50635,1,1.50635,1.50635,0.006978240466105044
HG03625,HG00596,1.02851,1,1.02851,1.02851,0.004764623163138512
HG03625,HG02733,1.01901,1,1.01901,1.01901,0.0047206139458729375
HG03625,HG03789,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG03625,HG03947,1.04744,1,1.04744,1.04744,0.004852317319226651
HG03653,HG00315,1.20894,1,1.20894,1.20894,0.005600474012741415
HG03653,NA20828,1.00401,1,1.00401,1.00401,0.004651125708085189
HG03660,HG01512,1.06033,1,1.06033,1.06033,0.004912030878232257
HG03660,NA20504,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG03663,HG03692,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03663,HG03870,1.11582,1,1.11582,1.11582,0.0051690910325550695
HG03663,HG03977,1.02258,1,1.02258,1.02258,0.004737152146466422
HG03672,HG02356,1.22712,1,1.22712,1.22712,0.005684693756940167
HG03672,HG03803,1.11329,1,1.11329,1.11329,0.005157370683114869
HG03672,HG03844,1.01183,1,1.01183,1.01183,0.004687352242718535
HG03672,HG03902,1.23469,1,1.23469,1.23469,0.005719762154277051
HG03672,HG04107,1.03642,1,1.03642,1.03642,0.004801266627198585
HG03672,NA19679,1.01638,1,1.01638,1.01638,0.0047084303415141525
HG03684,HG04141,1.11818,1,1.11818,1.11818,0.005180023848633675
HG03684,NA20581,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03686,NA18946,1.04897,1,1.04897,1.04897,0.004859405119481001
HG03686,NA19782,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03691,HG01173,1.19397,1,1.19397,1.19397,0.005531124751429242
HG03691,NA18537,1.07219,1,1.07219,1.07219,0.004966972911576437
HG03691,NA20899,1.04497,1,1.04497,1.04497,0.004840874922737602
HG03694,HG04194,1.023,1,1.023,1.023,0.004739097817124479
HG03702,HG01066,1.0109,1,1.0109,1.0109,0.004683043971975695
HG03702,HG02727,1.26158,1,1.26158,1.26158,0.005844331401884555
HG03703,HG03870,1.01855,1,1.01855,1.01855,0.0047184829732474474
HG03711,HG04038,1.0653,1,1.0653,1.0653,0.00493505464768593
HG03711,HG04107,1.35233,1,1.35233,1.35233,0.006264735240500437
HG03711,NA19723,2.35888,2,1.3006,1.17944,0.010927627623517684
HG03717,HG02040,1.3442,1,1.3442,1.3442,0.0062270726156194766
HG03717,HG03861,1.023,1,1.023,1.023,0.004739097817124479
HG03717,HG03902,2.07689,2,1.04994,1.038445,0.009621295078599863
HG03717,HG03991,1.03945,1,1.03945,1.03945,0.00481530325123171
HG03731,HG00323,1.19984,1,1.19984,1.19984,0.005558317815150181
HG03731,HG03849,1.40415,1,1.40415,1.40415,0.00650479393931118
HG03731,NA11995,1.22103,1,1.22103,1.22103,0.005656481532398341
HG03731,NA18620,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03736,HG03796,1.01497,1,1.01497,1.01497,0.004701898447162104
HG03750,HG01624,1.22746,1,1.22746,1.22746,0.005686268823663356
HG03755,HG01054,1.35078,1,1.35078,1.35078,0.006257554789262369
HG03755,HG03625,1.04939,1,1.04939,1.04939,0.004861350790139059
HG03755,NA07347,1.31069,1,1.31069,1.31069,0.006071835892401645
HG03755,NA12716,1.40262,1,1.40262,1.40262,0.006497706139056829
HG03755,NA19735,1.05707,1,1.05707,1.05707,0.004896928767886386
HG03760,HG00663,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03760,HG04090,1.3006,1,1.3006,1.3006,0.00602509347111642
HG03760,NA18959,1.3006,1,1.3006,1.3006,0.00602509347111642
HG03760,NA20775,1.01524,1,1.01524,1.01524,0.004703149235442283
HG03773,HG00383,1.11587,1,1.11587,1.11587,0.005169322660014361
HG03780,HG03229,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03780,NA18971,1.01067,1,1.01067,1.01067,0.004681978485662949
HG03780,NA19060,1.10585,1,1.10585,1.10585,0.0051229045171721456
HG03787,HG00701,1.02981,1,1.02981,1.02981,0.004770645477080116
HG03787,HG01435,1.00108,1,1.00108,1.00108,0.004637552338970648
HG03787,HG01503,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG03787,HG03234,1.10025,1,1.10025,1.10025,0.005096962241731386
HG03787,NA21120,1.07839,1,1.07839,1.07839,0.004995694716528706
HG03788,HG01610,1.09614,1,1.09614,1.09614,0.005077922464577543
HG03788,NA21094,1.04497,1,1.04497,1.04497,0.004840874922737602
HG03789,HG00250,1.19288,1,1.19288,1.19288,0.005526075272816665
HG03792,HG03686,1.1547,1,1.1547,1.1547,0.005349204544900915
HG03792,HG03830,1.1298,1,1.1298,1.1298,0.005233854070173251
HG03792,HG04118,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03796,NA12716,1.05516,1,1.05516,1.05516,0.004888080598941413
HG03796,NA20786,1.05904,1,1.05904,1.05904,0.004906054889782511
HG03800,HG01864,1.35036,1,1.35036,1.35036,0.006255609118604313
HG03800,NA20867,1.09614,1,1.09614,1.09614,0.005077922464577543
HG03803,HG00131,1.03063,1,1.03063,1.03063,0.004774444167412514
HG03803,HG00137,1.01747,1,1.01747,1.01747,0.004713479820126729
HG03803,HG00879,1.02851,1,1.02851,1.02851,0.004764623163138512
HG03803,NA18740,1.02851,1,1.02851,1.02851,0.004764623163138512
HG03803,NA18943,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03805,HG00272,1.05516,1,1.05516,1.05516,0.004888080598941413
HG03805,HG01991,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG03808,HG01864,1.39719,1,1.39719,1.39719,0.006472551396977664
HG03808,NA21123,1.01537,1,1.01537,1.01537,0.0047037514668364444
HG03812,HG02727,1.11329,1,1.11329,1.11329,0.005157370683114869
HG03815,HG00651,1.33759,1,1.33759,1.33759,0.006196451465501009
HG03829,NA21113,1.09614,1,1.09614,1.09614,0.005077922464577543
HG03830,HG04134,1.45701,1,1.45701,1.45701,0.006749670489275207
HG03832,HG00566,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03832,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03832,HG02028,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03832,HG02128,1.66383,1,1.66383,1.66383,0.007707774311892689
HG03832,HG03692,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03832,NA19064,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03832,NA19074,1.03431,1,1.03431,1.03431,0.004791491948416442
HG03844,HG02536,1.3006,1,1.3006,1.3006,0.00602509347111642
HG03844,HG02733,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03844,HG03991,1.03834,1,1.03834,1.03834,0.004810161121635417
HG03854,HG03611,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03856,HG00879,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03856,HG02186,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03856,HG04038,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03856,NA20282,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03861,HG03849,1.00989,1,1.00989,1.00989,0.004678365097297986
HG03861,NA18949,1.47774,1,1.47774,1.47774,0.006845703233897877
HG03864,HG03593,1.35732,1,1.35732,1.35732,0.0062878516609378285
HG03864,NA11920,1.03431,1,1.03431,1.03431,0.004791491948416442
HG03864,NA18627,1.57342,1,1.57342,1.57342,0.007288945539999998
HG03864,NA18995,1.01155,1,1.01155,1.01155,0.004686055128946497
HG03864,NA19091,1.57342,1,1.57342,1.57342,0.007288945539999998
HG03866,HG03854,1.14792,1,1.14792,1.14792,0.005317795861420852
HG03866,NA20887,1.04424,1,1.04424,1.04424,0.0048374931618319315
HG03868,HG00689,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03868,HG00699,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03868,HG02185,1.04411,1,1.04411,1.04411,0.004836890930437771
HG03868,HG02356,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03868,HG03595,1.36705,1,1.36705,1.36705,0.006332926364516148
HG03868,HG03750,1.37578,1,1.37578,1.37578,0.006373368518908617
HG03868,HG03803,1.07219,1,1.07219,1.07219,0.004966972911576437
HG03868,HG03812,1.07219,1,1.07219,1.07219,0.004966972911576437
HG03868,HG04206,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03868,NA18567,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03868,NA20896,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03870,HG00629,1.11686,1,1.11686,1.11686,0.0051739088837083535
HG03884,HG01632,1.04411,1,1.04411,1.04411,0.004836890930437771
HG03890,HG02186,1.41593,1,1.41593,1.41593,0.006559365368720492
HG03896,HG01618,1.06893,1,1.06893,1.06893,0.004951870801230566
HG03896,HG01864,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03896,HG02351,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG03896,HG03663,1.055,1,1.055,1.055,0.004887339391071677
HG03896,HG03692,2.30218,2,1.26956,1.15109,0.010664962084679992
HG03896,HG03866,1.01841,1,1.01841,1.01841,0.004717834416361428
HG03896,NA20282,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03897,HG02425,1.15431,1,1.15431,1.15431,0.0053473978507184335
HG03897,NA18537,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03898,HG03830,1.16791,1,1.16791,1.16791,0.005410400519645992
HG03898,HG03934,1.21074,1,1.21074,1.21074,0.005608812601275944
HG03900,NA20828,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03907,NA11918,1.03863,1,1.03863,1.03863,0.004811504560899313
HG03908,HG03703,1.00145,1,1.00145,1.00145,0.004639266382169413
HG03908,HG03867,1.03214,1,1.03214,1.03214,0.004781439316683148
HG03908,HG04144,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03908,NA11918,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03910,HG01149,1.06786,1,1.06786,1.06786,0.004946913973601707
HG03910,HG03595,1.03533,1,1.03533,1.03533,0.004796217148586009
HG03910,NA18611,1.07367,1,1.07367,1.07367,0.004973829084371494
HG03910,NA19060,1.07219,1,1.07219,1.07219,0.004966972911576437
HG03913,NA20887,1.0028,1,1.0028,1.0028,0.00464552032357031
HG03914,HG00177,1.03184,1,1.03184,1.03184,0.0047800495519273924
HG03914,HG01632,1.29006,1,1.29006,1.29006,0.005976266402697561
HG03914,HG02727,1.19751,1,1.19751,1.19751,0.00554752397554715
HG03914,HG03830,1.18011,1,1.18011,1.18011,0.005466917619713361
HG03914,NA11995,1.06046,1,1.06046,1.06046,0.004912633109626417
HG03914,NA20539,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG03916,HG03829,1.18011,1,1.18011,1.18011,0.005466917619713361
HG03916,NA18570,1.09868,1,1.09868,1.09868,0.005089689139509602
HG03922,HG00173,1.00539,1,1.00539,1.00539,0.004657518625961662
HG03922,HG00632,1.00108,1,1.00108,1.00108,0.004637552338970648
HG03922,HG03897,1.00272,1,1.00272,1.00272,0.004645149719635443
HG03922,NA18610,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03922,NA18979,1.41593,1,1.41593,1.41593,0.006559365368720492
HG03922,NA20274,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03925,HG01142,1.04744,1,1.04744,1.04744,0.004852317319226651
HG03926,HG00729,1.00989,1,1.00989,1.00989,0.004678365097297986
HG03926,HG02050,1.35732,1,1.35732,1.35732,0.0062878516609378285
HG03926,HG02185,1.03262,1,1.03262,1.03262,0.004783662940292355
HG03926,HG02687,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03926,HG03800,1.03214,1,1.03214,1.03214,0.004781439316683148
HG03926,NA18617,1.09614,1,1.09614,1.09614,0.005077922464577543
HG03926,NA19060,1.08027,1,1.08027,1.08027,0.005004403908998104
HG03934,HG01121,1.08711,1,1.08711,1.08711,0.005036090545429318
HG03934,HG03925,1.09603,1,1.09603,1.09603,0.0050774128841671
HG03934,NA18528,1.35036,1,1.35036,1.35036,0.006255609118604313
HG03934,NA20867,1.27116,1,1.27116,1.27116,0.005888711223084998
HG03940,HG02392,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG03947,HG00125,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG03947,HG03750,1.04411,1,1.04411,1.04411,0.004836890930437771
HG03947,HG03902,1.01524,1,1.01524,1.01524,0.004703149235442283
HG03947,HG03977,1.19288,1,1.19288,1.19288,0.005526075272816665
HG03947,HG04134,1.39719,1,1.39719,1.39719,0.006472551396977664
HG03947,NA21118,1.13133,1,1.13133,1.13133,0.005240941870427601
HG03949,HG01089,1.02981,1,1.02981,1.02981,0.004770645477080116
HG03949,HG01672,1.03774,1,1.03774,1.03774,0.0048073815921239075
HG03949,HG03016,1.17821,1,1.17821,1.17821,0.0054581157762602465
HG03949,NA19783,1.00145,1,1.00145,1.00145,0.004639266382169413
HG03949,NA20539,1.07497,1,1.07497,1.07497,0.0049798513983131
HG03951,HG00560,1.0621,1,1.0621,1.0621,0.0049202304902912115
HG03951,NA19731,1.06033,1,1.06033,1.06033,0.004912030878232257
HG03965,HG00311,1.03214,1,1.03214,1.03214,0.004781439316683148
HG03965,HG00445,1.03846,1,1.03846,1.03846,0.004810717027537719
HG03965,HG01284,1.31069,1,1.31069,1.31069,0.006071835892401645
HG03965,HG02252,1.03063,1,1.03063,1.03063,0.004774444167412514
HG03965,NA20853,1.09868,1,1.09868,1.09868,0.005089689139509602
