id1,id2,shared_cm_total,n_segments,max_segment_cm,mean_segment_cm,P_IBD_ge1_approx
HG01869,HG00844,1.08027,1,1.08027,1.08027,0.005004403908998104
HG01869,HG01500,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01869,HG02128,1.08027,1,1.08027,1.08027,0.005004403908998104
HG01869,NA18544,1.06134,1,1.06134,1.06134,0.004916709752909965
HG01869,NA18943,1.12369,1,1.12369,1.12369,0.005205549194647709
HG01869,NA19670,1.20474,1,1.20474,1.20474,0.005581017306160845
HG01869,NA21101,1.07128,1,1.07128,1.07128,0.004962757291817313
HG01870,HG00689,1.00989,1,1.00989,1.00989,0.004678365097297986
HG01870,HG02047,1.03893,1,1.03893,1.03893,0.004812894325655068
HG01872,HG00428,1.08027,1,1.08027,1.08027,0.005004403908998104
HG01872,HG01599,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01872,HG02153,1.14639,1,1.14639,1.14639,0.005310708061166502
HG01912,NA19658,1.12302,1,1.12302,1.12302,0.005202445386693189
HG01923,HG01610,1.09854,1,1.09854,1.09854,0.0050890405826235835
HG01923,HG01980,1.01258,1,1.01258,1.01258,0.004690826654607923
HG01923,HG02089,1.09155,1,1.09155,1.09155,0.005056659063814492
HG01923,HG02090,1.13376,1,1.13376,1.13376,0.005252198964949217
HG01923,HG02147,1.03995,1,1.03995,1.03995,0.004817619525824635
HG01923,HG02265,1.17297,1,1.17297,1.17297,0.005433841218526393
HG01923,NA18645,1.01643,1,1.01643,1.01643,0.004708661968973444
HG01923,NA18740,1.00494,1,1.00494,1.00494,0.004655433978828029
HG01923,NA18957,1.21553,1,1.21553,1.21553,0.005631002511876166
HG01923,NA19067,1.23525,1,1.23525,1.23525,0.005722356381821126
HG01923,NA19731,1.04273,1,1.04273,1.04273,0.004830498012561297
HG01923,NA19747,1.06033,1,1.06033,1.06033,0.004912030878232257
HG01923,NA19759,1.14276,1,1.14276,1.14276,0.005293891907621867
HG01923,NA19770,1.15873,1,1.15873,1.15873,0.00536787371811989
HG01927,HG00321,1.07219,1,1.07219,1.07219,0.004966972911576437
HG01927,HG01133,1.12006,1,1.12006,1.12006,0.005188733041103073
HG01927,HG01414,1.12355,1,1.12355,1.12355,0.00520490063776169
HG01927,HG01456,1.31548,1,1.31548,1.31548,0.006094025803001867
HG01927,HG02146,1.35091,1,1.35091,1.35091,0.00625815702065653
HG01927,HG02278,1.25998,1,1.25998,1.25998,0.005836919323187196
HG01927,HG02356,1.10506,1,1.10506,1.10506,0.005119244803315324
HG01927,NA19732,2.62493,2,1.35091,1.312465,0.012160117334413058
HG01927,NA19770,1.03214,1,1.03214,1.03214,0.004781439316683148
HG01927,NA20812,1.05933,1,1.05933,1.05933,0.004907398329046408
HG01939,HG01402,1.0109,1,1.0109,1.0109,0.004683043971975695
HG01939,HG01565,1.04445,1,1.04445,1.04445,0.004838465997160961
HG01939,HG02147,1.07967,1,1.07967,1.07967,0.005001624379486594
HG01939,HG02398,1.10742,1,1.10742,1.10742,0.005130177619393931
HG01939,HG03991,1.00401,1,1.00401,1.00401,0.004651125708085189
HG01939,NA19747,1.07566,1,1.07566,1.07566,0.004983047857251337
HG01939,NA19762,1.13185,1,1.13185,1.13185,0.005243350796004244
HG01939,NA20771,1.07553,1,1.07553,1.07553,0.004982445625857176
HG01948,HG00729,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01948,HG01437,1.04273,1,1.04273,1.04273,0.004830498012561297
HG01948,HG02075,1.04273,1,1.04273,1.04273,0.004830498012561297
HG01948,HG02147,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01948,HG02265,1.05419,1,1.05419,1.05419,0.004883587026231138
HG01948,HG02304,1.04497,1,1.04497,1.04497,0.004840874922737602
HG01948,HG02367,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01948,NA20828,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01948,NA20853,1.02851,1,1.02851,1.02851,0.004764623163138512
HG01991,HG04182,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG01991,NA19735,1.57724,1,1.57724,1.57724,0.007306641877889945
HG01991,NA20539,1.00116,1,1.00116,1.00116,0.004637922942905517
HG02006,HG01980,1.53799,1,1.53799,1.53799,0.007124814322345335
HG02006,NA19747,1.2467,1,1.2467,1.2467,0.005775399069999108
HG02006,NA20769,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02009,HG03129,1.22103,1,1.22103,1.22103,0.005656481532398341
HG02017,HG00699,1.23787,1,1.23787,1.23787,0.005734493660688054
HG02017,HG01474,1.05933,1,1.05933,1.05933,0.004907398329046408
HG02017,HG01595,1.45808,1,1.45808,1.45808,0.006754627316904067
HG02017,HG02727,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02017,NA18537,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02017,NA18582,1.05904,1,1.05904,1.05904,0.004906054889782511
HG02017,NA18986,1.26956,1,1.26956,1.26956,0.005881299144387638
HG02017,NA19006,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02017,NA19091,1.15136,1,1.15136,1.15136,0.0053337318306201755
HG02026,HG00596,1.00569,1,1.00569,1.00569,0.0046589083907174166
HG02028,HG02351,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02028,HG03663,1.10282,1,1.10282,1.10282,0.00510886789313902
HG02028,NA18560,1.15836,1,1.15836,1.15836,0.005366159674921126
HG02028,NA20282,1.055,1,1.055,1.055,0.004887339391071677
HG02028,NA21142,1.07257,1,1.07257,1.07257,0.00496873328026706
HG02029,HG02364,1.01729,1,1.01729,1.01729,0.004712645961273276
HG02029,HG02375,1.12925,1,1.12925,1.12925,0.005231306168121034
HG02040,HG00595,1.13185,1,1.13185,1.13185,0.005243350796004244
HG02040,HG01862,1.02355,1,1.02355,1.02355,0.0047416457191766966
HG02040,HG02351,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02040,HG02364,1.0152,1,1.0152,1.0152,0.00470296393347485
HG02040,NA19055,1.08766,1,1.08766,1.08766,0.005038638447481536
HG02040,NA19726,1.1294,1,1.1294,1.1294,0.0052320010504989115
HG02047,HG00675,1.02039,1,1.02039,1.02039,0.00472700686374941
HG02047,HG00759,1.08907,1,1.08907,1.08907,0.005045170341833584
HG02047,HG01855,1.25516,1,1.25516,1.25516,0.005814590436111399
HG02047,HG02029,1.46272,1,1.46272,1.46272,0.006776122345126411
HG02047,NA19064,1.03454,1,1.03454,1.03454,0.004792557434729187
HG02047,NA19078,1.03353,1,1.03353,1.03353,0.004787878560051479
HG02047,NA19771,1.00989,1,1.00989,1.00989,0.004678365097297986
HG02048,NA20810,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02048,NA21122,1.04939,1,1.04939,1.04939,0.004861350790139059
HG02050,HG00428,1.04411,1,1.04411,1.04411,0.004836890930437771
HG02050,HG02364,1.09975,1,1.09975,1.09975,0.005094645967138461
HG02050,HG03902,1.11818,1,1.11818,1.11818,0.005180023848633675
HG02058,HG02379,1.11712,1,1.11712,1.11712,0.005175113346496674
HG02058,NA19004,1.13709,1,1.13709,1.13709,0.005267625353738098
HG02058,NA19067,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02064,HG02164,1.09614,1,1.09614,1.09614,0.005077922464577543
HG02067,HG02082,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02067,HG02156,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02067,HG03830,1.0063,1,1.0063,1.0063,0.004661734245720785
HG02070,HG02113,1.04187,1,1.04187,1.04187,0.0048265140202614675
HG02070,NA18645,1.07566,1,1.07566,1.07566,0.004983047857251337
HG02073,HG01121,1.03431,1,1.03431,1.03431,0.004791491948416442
HG02075,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02075,NA19059,1.11582,1,1.11582,1.11582,0.0051690910325550695
HG02076,HG00867,1.20858,1,1.20858,1.20858,0.005598806295034509
HG02076,NA18968,1.03063,1,1.03063,1.03063,0.004774444167412514
HG02082,HG03663,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02087,HG00428,1.04744,1,1.04744,1.04744,0.004852317319226651
HG02089,HG00654,1.11587,1,1.11587,1.11587,0.005169322660014361
HG02089,HG01348,1.02258,1,1.02258,1.02258,0.004737152146466422
HG02089,HG01794,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02089,HG03773,1.10724,1,1.10724,1.10724,0.005129343760540478
HG02089,NA19059,1.14639,1,1.14639,1.14639,0.005310708061166502
HG02089,NA19091,1.00401,1,1.00401,1.00401,0.004651125708085189
HG02089,NA19747,1.12664,1,1.12664,1.12664,0.005219215214745966
HG02089,NA19759,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02090,HG00250,1.40684,1,1.40684,1.40684,0.006517255496621117
HG02090,HG01124,1.05521,1,1.05521,1.05521,0.004888312226400705
HG02090,HG01197,1.4202,1,1.4202,1.4202,0.006579146353744071
HG02090,HG01390,1.06491,1,1.06491,1.06491,0.00493324795350345
HG02090,HG01456,1.25516,1,1.25516,1.25516,0.005814590436111399
HG02090,HG02147,1.03353,1,1.03353,1.03353,0.004787878560051479
HG02090,HG02265,1.35091,1,1.35091,1.35091,0.00625815702065653
HG02090,HG02304,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02090,NA18979,1.00989,1,1.00989,1.00989,0.004678365097297986
HG02105,HG00109,1.15172,1,1.15172,1.15172,0.005335399548327083
HG02105,HG01991,1.04985,1,1.04985,1.04985,0.00486348176276455
HG02105,NA19761,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02116,HG00437,1.11519,1,1.11519,1.11519,0.005166172526567984
HG02116,HG00844,1.12284,1,1.12284,1.12284,0.005201611527839736
HG02116,HG01182,1.19984,1,1.19984,1.19984,0.005558317815150181
HG02116,HG01779,1.22608,1,1.22608,1.22608,0.005679875905786883
HG02116,HG02180,1.22103,1,1.22103,1.22103,0.005656481532398341
HG02116,HG02351,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02116,HG03018,1.02332,1,1.02332,1.02332,0.004740580232863951
HG02116,NA12890,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG02122,HG03784,1.01038,1,1.01038,1.01038,0.004680635046399053
HG02128,HG00629,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02128,HG00675,1.14205,1,1.14205,1.14205,0.005290602797699913
HG02128,HG01705,1.00962,1,1.00962,1.00962,0.004677114309017807
HG02128,HG01811,1.21866,1,1.21866,1.21866,0.005645502390827877
HG02128,HG02367,1.11686,1,1.11686,1.11686,0.0051739088837083535
HG02128,HG02687,1.13443,1,1.13443,1.13443,0.0052553027729037366
HG02128,HG03007,1.11587,1,1.11587,1.11587,0.005169322660014361
HG02128,HG03800,1.08766,1,1.08766,1.08766,0.005038638447481536
HG02128,HG03870,1.11686,1,1.11686,1.11686,0.0051739088837083535
HG02128,NA18969,1.00116,1,1.00116,1.00116,0.004637922942905517
HG02128,NA19064,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02128,NA20861,1.06139,1,1.06139,1.06139,0.004916941380369258
HG02141,HG02136,1.23497,1,1.23497,1.23497,0.005721059268049089
HG02141,HG03593,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02141,HG03864,1.33759,1,1.33759,1.33759,0.006196451465501009
HG02141,NA18627,1.34346,1,1.34346,1.34346,0.006223644529221948
HG02141,NA18957,1.32089,1,1.32089,1.32089,0.006119087894097314
HG02146,HG01250,1.0653,1,1.0653,1.0653,0.00493505464768593
HG02146,HG01980,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02146,NA19734,1.32445,1,1.32445,1.32445,0.00613557976919894
HG02147,HG01197,1.17467,1,1.17467,1.17467,0.005441716552142338
HG02147,HG01250,1.08278,1,1.08278,1.08278,0.005016031607454588
HG02147,NA18535,1.10026,1,1.10026,1.10026,0.005097008567223245
HG02147,NA20828,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02147,NA20853,1.11686,1,1.11686,1.11686,0.0051739088837083535
HG02150,NA18638,1.23497,1,1.23497,1.23497,0.005721059268049089
HG02150,NA19658,1.17357,1,1.17357,1.17357,0.005436620748037903
HG02150,NA19723,1.13185,1,1.13185,1.13185,0.005243350796004244
HG02150,NA19726,1.07186,1,1.07186,1.07186,0.004965444170345106
HG02150,NA19732,1.02415,1,1.02415,1.02415,0.0047444252486882055
HG02150,NA19741,1.39863,1,1.39863,1.39863,0.006479222267805289
HG02150,NA19755,1.02231,1,1.02231,1.02231,0.004735901358186243
HG02153,NA20882,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02156,HG00125,1.07497,1,1.07497,1.07497,0.0049798513983131
HG02156,HG02075,1.24109,1,1.24109,1.24109,0.0057494104690664904
HG02156,NA18537,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02156,NA19059,1.21874,1,1.21874,1.21874,0.005645872994762744
HG02164,HG02351,1.09614,1,1.09614,1.09614,0.005077922464577543
HG02164,HG04094,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02164,NA19059,1.23886,1,1.23886,1.23886,0.005739079884382045
HG02179,HG00693,1.06033,1,1.06033,1.06033,0.004912030878232257
HG02179,HG02116,1.00272,1,1.00272,1.00272,0.004645149719635443
HG02179,NA19723,1.15603,1,1.15603,1.15603,0.005355365835318095
HG02180,HG00675,1.06405,1,1.06405,1.06405,0.004929263961203618
HG02180,HG01182,1.19984,1,1.19984,1.19984,0.005558317815150181
HG02180,HG02082,1.30825,1,1.30825,1.30825,0.0060605324723881715
HG02180,HG03812,1.39719,1,1.39719,1.39719,0.006472551396977664
HG02180,HG04194,1.05087,1,1.05087,1.05087,0.004868206962934116
HG02180,NA18582,1.35732,1,1.35732,1.35732,0.0062878516609378285
HG02180,NA18620,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02180,NA19078,1.71066,1,1.71066,1.71066,0.007924716590266043
HG02181,HG01597,1.00658,1,1.00658,1.00658,0.004663031359492823
HG02181,HG04094,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02181,NA18539,1.02079,1,1.02079,1.02079,0.004728859883423751
HG02181,NA18611,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02185,HG00155,1.02231,1,1.02231,1.02231,0.004735901358186243
HG02185,HG00174,1.07497,1,1.07497,1.07497,0.0049798513983131
HG02185,HG00729,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02185,HG00879,1.12668,1,1.12668,1.12668,0.005219400516713399
HG02185,HG01599,1.0651,1,1.0651,1.0651,0.0049341281378487605
HG02185,HG01860,1.00225,1,1.00225,1.00225,0.004642972421518093
HG02185,HG01872,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02185,HG02122,1.00272,1,1.00272,1.00272,0.004645149719635443
HG02185,HG02128,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02185,HG02373,1.00272,1,1.00272,1.00272,0.004645149719635443
HG02185,NA18582,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02185,NA18620,1.01425,1,1.01425,1.01425,0.004698563011748293
HG02185,NA18959,1.21727,1,1.21727,1.21727,0.005639063147459545
HG02185,NA19004,1.0058,1,1.0058,1.0058,0.00465941797112786
HG02185,NA19074,1.06547,1,1.06547,1.06547,0.004935842181047525
HG02185,NA19759,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02186,HG00879,1.03262,1,1.03262,1.03262,0.004783662940292355
HG02186,HG01456,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02186,HG01811,1.12098,1,1.12098,1.12098,0.005192994986354056
HG02186,HG01867,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG02186,HG02058,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02186,HG02075,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02186,HG02164,1.05516,1,1.05516,1.05516,0.004888080598941413
HG02186,HG02190,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02186,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02186,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02186,NA18537,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02186,NA18638,1.16633,1,1.16633,1.16633,0.00540308109193235
HG02188,HG00742,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG02188,HG03611,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02188,HG03854,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02190,HG00177,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02190,HG03663,1.03262,1,1.03262,1.03262,0.004783662940292355
HG02190,HG03870,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG02190,HG03900,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02190,NA20534,1.09449,1,1.09449,1.09449,0.0050702787584208904
HG02215,NA18740,1.11316,1,1.11316,1.11316,0.0051567684517207085
HG02221,HG02774,1.09614,1,1.09614,1.09614,0.005077922464577543
HG02221,NA20528,2.1597,2,1.1143,1.07985,0.010004916476680096
HG02224,HG00115,1.06489,1,1.06489,1.06489,0.004933155302519732
HG02224,HG00125,1.32445,1,1.32445,1.32445,0.00613557976919894
HG02224,HG00239,1.35091,1,1.35091,1.35091,0.00625815702065653
HG02224,HG00267,1.08278,1,1.08278,1.08278,0.005016031607454588
HG02224,HG01444,1.08027,1,1.08027,1.08027,0.005004403908998104
HG02224,HG01672,1.52745,1,1.52745,1.52745,0.007075987253926476
HG02224,HG03235,1.02257,1,1.02257,1.02257,0.004737105820974564
HG02224,HG03890,1.03732,1,1.03732,1.03732,0.00480543592146585
HG02224,NA06989,1.11587,1,1.11587,1.11587,0.005169322660014361
HG02224,NA21142,1.06046,1,1.06046,1.06046,0.004912633109626417
HG02230,HG01173,1.00325,1,1.00325,1.00325,0.004647604970703943
HG02230,HG01323,1.00272,1,1.00272,1.00272,0.004645149719635443
HG02230,HG02277,1.02695,1,1.02695,1.02695,0.004757396386408586
HG02233,NA20828,1.50635,1,1.50635,1.50635,0.006978240466105044
HG02236,HG00159,1.09868,1,1.09868,1.09868,0.005089689139509602
HG02236,HG01182,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02236,HG01623,1.14639,1,1.14639,1.14639,0.005310708061166502
HG02236,HG02180,1.41593,1,1.41593,1.41593,0.006559365368720492
HG02236,HG03812,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02236,NA11931,1.20988,1,1.20988,1.20988,0.005604828608976114
HG02236,NA19741,1.00225,1,1.00225,1.00225,0.004642972421518093
HG02236,NA20513,1.2693,1,1.2693,1.2693,0.0058800946815993176
HG02236,NA20581,1.39719,1,1.39719,1.39719,0.006472551396977664
HG02252,HG00111,1.26803,1,1.26803,1.26803,0.005874211344133288
HG02252,HG00118,1.01127,1,1.01127,1.01127,0.004684758015174459
HG02252,HG00311,1.58398,1,1.58398,1.58398,0.007337865259402573
HG02252,HG01060,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02252,HG01121,1.26607,1,1.26607,1.26607,0.005865131547729022
HG02252,HG01390,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02252,HG01852,1.2467,1,1.2467,1.2467,0.005775399069999108
HG02252,HG02150,1.6517,1,1.6517,1.6517,0.0076515814902683305
HG02252,HG02277,1.0436,1,1.0436,1.0436,0.004834528330352988
HG02252,NA12814,1.06134,1,1.06134,1.06134,0.004916709752909965
HG02252,NA19657,1.20221,1,1.20221,1.20221,0.005569296956720645
HG02252,NA19723,1.02851,1,1.02851,1.02851,0.004764623163138512
HG02252,NA19732,1.02443,1,1.02443,1.02443,0.004745722362460244
HG02252,NA19755,1.39164,1,1.39164,1.39164,0.006446840748996197
HG02252,NA19759,1.10301,1,1.10301,1.10301,0.005109748077484332
HG02252,NA19761,1.46823,1,1.46823,1.46823,0.0068016476911404436
HG02252,NA19771,1.00401,1,1.00401,1.00401,0.004651125708085189
HG02265,HG01197,1.31662,1,1.31662,1.31662,0.006099306909073735
HG02275,HG00717,1.03063,1,1.03063,1.03063,0.004774444167412514
HG02275,HG00728,1.04397,1,1.04397,1.04397,0.004836242373551752
HG02275,HG01063,1.13154,1,1.13154,1.13154,0.0052419147057566305
HG02275,HG01197,1.56448,1,1.56448,1.56448,0.0072475305502785
HG02275,HG01248,1.09158,1,1.09158,1.09158,0.005056798040290067
HG02275,HG01456,2.4316899999999997,2,1.32445,1.2158449999999998,0.011264923529739417
HG02275,HG01497,1.11495,1,1.11495,1.11495,0.00516506071476338
HG02275,HG01599,1.03846,1,1.03846,1.03846,0.004810717027537719
HG02275,HG01927,1.13154,1,1.13154,1.13154,0.0052419147057566305
HG02275,HG02090,2.75779,2,1.4202,1.378895,0.01277559781924508
HG02275,HG02147,2.05435,2,1.04941,1.027175,0.009516877419950805
HG02275,HG02150,1.0795,1,1.0795,1.0795,0.005000836846125
HG02275,HG02265,1.4202,1,1.4202,1.4202,0.006579146353744071
HG02275,HG02304,1.10506,1,1.10506,1.10506,0.005119244803315324
HG02275,HG02367,1.07219,1,1.07219,1.07219,0.004966972911576437
HG02275,NA18561,1.21793,1,1.21793,1.21793,0.005642120629922206
HG02275,NA19060,1.03063,1,1.03063,1.03063,0.004774444167412514
HG02275,NA19074,1.03353,1,1.03353,1.03353,0.004787878560051479
HG02275,NA19657,1.20858,1,1.20858,1.20858,0.005598806295034509
HG02275,NA19734,1.23766,1,1.23766,1.23766,0.005733520825359025
HG02277,HG00867,1.41593,1,1.41593,1.41593,0.006559365368720492
HG02277,HG03899,1.2074,1,1.2074,1.2074,0.005593339886995207
HG02277,NA19078,1.41593,1,1.41593,1.41593,0.006559365368720492
HG02277,NA19762,1.05036,1,1.05036,1.05036,0.004865844362849333
HG02278,HG00125,1.28551,1,1.28551,1.28551,0.005955188303901944
HG02278,HG01991,1.00225,1,1.00225,1.00225,0.004642972421518093
HG02278,HG02075,1.05682,1,1.05682,1.05682,0.004895770630589924
HG02278,HG02090,1.26786,1,1.26786,1.26786,0.005873423810771693
HG02278,HG02147,1.0498,1,1.0498,1.0498,0.004863250135305258
HG02278,HG02304,1.04703,1,1.04703,1.04703,0.004850417974060452
HG02278,HG03963,1.18598,1,1.18598,1.18598,0.0054941106834343004
HG02278,NA20828,1.18011,1,1.18011,1.18011,0.005466917619713361
HG02299,HG00338,1.13443,1,1.13443,1.13443,0.0052553027729037366
HG02299,HG00879,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02299,HG01124,1.14422,1,1.14422,1.14422,0.005300655429433207
HG02299,HG02136,1.25518,1,1.25518,1.25518,0.005814683087095116
HG02299,HG02265,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02299,HG02348,1.04994,1,1.04994,1.04994,0.004863898692191277
HG02299,HG02367,1.11582,1,1.11582,1.11582,0.0051690910325550695
HG02299,HG03663,1.01841,1,1.01841,1.01841,0.004717834416361428
HG02304,HG01197,1.10506,1,1.10506,1.10506,0.005119244803315324
HG02304,HG02265,1.04497,1,1.04497,1.04497,0.004840874922737602
HG02309,HG01991,1.00401,1,1.00401,1.00401,0.004651125708085189
HG02348,HG01980,1.08278,1,1.08278,1.08278,0.005016031607454588
HG02348,NA11918,1.02839,1,1.02839,1.02839,0.00476406725723621
HG02348,NA18620,1.39863,1,1.39863,1.39863,0.006479222267805289
HG02348,NA19055,1.05516,1,1.05516,1.05516,0.004888080598941413
HG02348,NA19732,1.00989,1,1.00989,1.00989,0.004678365097297986
HG02348,NA19734,1.02981,1,1.02981,1.02981,0.004770645477080116
HG02348,NA20771,1.06282,1,1.06282,1.06282,0.0049235659257050235
HG02351,HG02153,1.3006,1,1.3006,1.3006,0.00602509347111642
HG02351,NA18942,1.19288,1,1.19288,1.19288,0.005526075272816665
HG02351,NA19726,1.04273,1,1.04273,1.04273,0.004830498012561297
HG02356,HG00560,1.20956,1,1.20956,1.20956,0.0056033461932366415
HG02356,HG00596,1.04501,1,1.04501,1.04501,0.004841060224705036
